Date,Open,High,Low,Close,Volume,MarCap,매도_금융투자,매수_금융투자,순매수_금융투자,매도_보험,매수_보험,순매수_보험,매도_투신,매수_투신,순매수_투신,매도_사모,매수_사모,순매수_사모,매도_은행,매수_은행,순매수_은행,매도_기타금융,매수_기타금융,순매수_기타금융,매도_연기금 등,매수_연기금 등,순매수_연기금 등,매도_기관합계,매수_기관합계,순매수_기관합계,매도_기타법인,매수_기타법인,순매수_기타법인,매도_개인,매수_개인,순매수_개인,매도_외국인,매수_외국인,순매수_외국인,매도_기타외국인,매수_기타외국인,순매수_기타외국인,매도_전체,매수_전체,순매수_전체,kalman_ma,target,r
2016-07-01,1977.36,1993.98,1975.89,1987.32,448128426,1261236963863310,5161634,3357662,-1803972,2932504,3501405,568901,3616908,3374036,-242872,951982,2739730,1787748,55438,477278,421840,173578,143692,-29886,4288131,2913511,-1374620,17180175,16507314,-672861,2204301,2057700,-146601,405149657,397929063,-7220594,22676821,30581729,7904908,917472,1052620,135148,448128426,448128426,0,1969.0703318825672,1.0,0.008575805463298971
2016-07-04,1989.44,1997.37,1985.11,1995.3,468611377,1266629650904530,4099962,3478966,-620996,4256197,3199277,-1056920,4477667,3180856,-1296811,934673,1870472,935799,116245,184391,68146,138635,113547,-25088,4464547,2912315,-1552232,18487926,14939824,-3548102,2335285,2266459,-68826,421861548,424472708,2611160,24703776,26082802,1379026,1222842,849584,-373258,468611377,468611377,0,1971.5654270156026,1.0,0.004007417569085238
2016-07-05,1995.69,1996.77,1985.94,1989.85,405487044,1263270454206767,2722769,2867881,145112,2715200,984365,-1730835,3681659,2815348,-866311,1908989,1156447,-752542,270726,180755,-89971,129905,92284,-37621,4980895,3158667,-1822228,16410143,11255747,-5154396,2178668,1728980,-449688,362479090,368413986,5934896,23266759,23348079,81320,1152384,740252,-412132,405487044,405487044,0,1973.3047455940439,1.0,-0.0027351559653493347
2016-07-06,1980.11,1982.8,1944.33,1953.12,457438790,1239376225063882,3865033,4727461,862428,2409123,1339232,-1069891,5424199,3530205,-1893994,2642468,1541712,-1100756,185542,143521,-42021,176450,158398,-18052,4814980,3016253,-1798727,19517795,14456782,-5061013,2420235,2221901,-198334,396874463,412163564,15289101,37808557,27539425,-10269132,817740,1057118,239378,457438790,457438790,0,1971.3846732443756,1.0,-0.01863116507164635
2016-07-07,1963.3,1976.49,1959.83,1974.08,378755142,1252748245214441,2841035,3711350,870315,1928569,1368881,-559688,3112366,2615593,-496773,924371,1146702,222331,305326,219036,-86290,80587,100730,20143,4431007,2762543,-1668464,13623261,11924835,-1698426,2499780,1540755,-959025,336657821,335941021,-716800,25321879,28669824,3347945,652401,678707,26306,378755142,378755142,0,1971.6410659916946,1.0,0.010674373099784392
2016-07-08,1972.28,1979.75,1956.91,1963.1,356526592,1245831577055614,6181276,2954438,-3226838,2628864,1504506,-1124358,3932293,3047447,-884846,1763751,2145664,381913,620338,173105,-447233,138768,96040,-42728,4768228,2954149,-1814079,20033518,12875349,-7158169,2079393,1371921,-707472,301547593,314628886,13081293,32165831,27136014,-5029817,700257,514422,-185835,356526592,356526592,0,1970.8285977556727,1.0,-0.00557761060728614
2016-07-11,1979.36,1990.95,1977.81,1988.54,337763696,1262792040320358,3179396,7125985,3946589,1929869,1500570,-429299,4042213,2894586,-1147627,1478874,1090833,-388041,540180,240638,-299542,409191,91141,-318050,5340081,3847202,-1492879,16919804,16790955,-128849,2170048,2211053,41005,294626037,281640256,-12985781,23304547,36134155,12829608,743260,987277,244017,337763696,337763696,0,1972.513393512188,1.0,0.012875844696514661
2016-07-12,1991.13,1998.03,1986.45,1991.23,432650368,1263991200000173,3609311,4347075,737764,2218496,1225783,-992713,4646971,4509314,-137657,1746270,2006940,260670,262730,243962,-18768,404717,134651,-270066,4186881,2753969,-1432912,17075376,15221694,-1853682,2127734,3102784,975050,384629471,382628623,-2000848,27919259,30960652,3041393,898528,736615,-161913,432650368,432650368,0,1974.2938092439313,1.0,0.0013518371210681052
2016-07-13,2007.65,2013.6,1995.84,2005.55,357643072,1273883223302966,8818915,4669208,-4149707,3680579,2615235,-1065344,6569024,4423318,-2145706,2164547,3255711,1091164,935866,211204,-724662,811028,309090,-501938,4872943,5852048,979105,27852902,21335814,-6517088,3303184,1911365,-1391819,297692536,291361343,-6331193,28185100,42442423,14257323,609350,592127,-17223,357643072,357643072,0,1977.26705195076,1.0,0.007165799106298183
2016-07-14,2004.12,2009.67,1997.94,2008.77,340227271,1276284573087017,7857506,6382120,-1475386,4108234,2805205,-1303029,6003596,2826836,-3176760,1110537,1618417,507880,326879,178938,-147941,119449,83289,-36160,3604046,3918162,314116,23130247,17812967,-5317280,2118616,1451856,-666760,288342194,290348667,2006473,26051732,30032977,3981245,584482,580804,-3678,340227271,340227271,0,1980.2637674258478,1.0,0.001604257104861513
2016-07-15,2015.37,2022.34,2011.1,2017.26,477808132,1285347839174708,6801526,4594020,-2207506,4275040,3750125,-524915,6719868,4110519,-2609349,2078819,1875907,-202912,397018,299607,-97411,433925,313788,-120137,4435109,4034025,-401084,25141305,18977991,-6163314,3760021,3014360,-745661,416731370,413144095,-3587275,31471020,41927282,10456262,704416,744404,39988,477808132,477808132,0,1983.7830311627406,1.0,0.004217560517371608
2016-07-18,2018.22,2022.11,2012.3,2021.11,380091529,1287818134648376,5510332,5421022,-89310,2746680,1139286,-1607394,5141585,2627592,-2513993,1116772,1980329,863557,487745,262843,-224902,324669,74301,-250368,3362719,2695801,-666918,18690502,14201174,-4489328,3200825,1826178,-1374647,334250962,333417835,-833127,23164011,30042043,6878032,785229,604299,-180930,380091529,380091529,0,1987.333756160855,1.0,0.0019067104630847273
2016-07-19,2022.8,2023.22,2010.27,2016.89,380797883,1285044647659450,6881779,4018481,-2863298,3303857,1913623,-1390234,4870148,3078745,-1791403,2082070,1854456,-227614,214530,147858,-66672,99989,132871,32882,4641221,3923275,-717946,22093594,15069309,-7024285,3635602,1987959,-1647643,325830246,335938681,10108435,28463463,27303581,-1159882,774978,498353,-276625,380797883,380797883,0,1990.145291549854,1.0,-0.002090144396397829
2016-07-20,2013.4,2015.47,2003.87,2015.46,316335589,1284410623826391,6004799,5429094,-575705,3967872,2394464,-1573408,4279879,4120024,-159855,1576413,2414334,837921,350387,181218,-169169,148565,89555,-59010,5085533,4112693,-972840,21413448,18741382,-2672066,3901017,4440022,539005,263242617,261514271,-1728346,27365244,31154792,3789548,413263,485122,71859,316335589,316335589,0,1992.5533512159307,1.0,-0.0007092638585179231
2016-07-21,2019.36,2020.55,2007.59,2012.22,391049117,1282299381908063,4591538,6729089,2137551,4267897,1895288,-2372609,4090797,3946532,-144265,1201069,1980150,779081,403445,225075,-178370,503222,161448,-341774,4958182,4576173,-382009,20016150,19513755,-502395,1840425,3313866,1473441,340293848,337256323,-3037525,28376295,30518770,2142475,522399,446403,-75996,391049117,391049117,0,1994.4241396469758,1.0,-0.001608866989871193
2016-07-22,2005.37,2014.44,2002.66,2010.34,320954045,1280788528877836,4076353,5273104,1196751,3672210,2523746,-1148464,3908206,3516159,-392047,1879935,1787288,-92647,794953,129314,-665639,206004,95425,-110579,4183839,5543511,1359672,18721500,18868547,147047,1980694,2992582,1011888,273228644,267185467,-6043177,26488533,31223819,4735286,534674,683630,148956,320954045,320954045,0,1995.9381346211826,1.0,-0.0009347282013853978
2016-07-25,2014.74,2020.69,2006.63,2012.32,350230724,1281905615556579,5920768,5624259,-296509,3502188,2730959,-771229,5192682,4935676,-257006,1433215,2494031,1060816,396675,125226,-271449,271097,133125,-137972,5604166,5550348,-53818,22320791,21593624,-727167,1664814,1886983,222169,297425147,295075177,-2349970,28228555,31053753,2825198,591417,621187,29770,350230724,350230724,0,1997.4964582871066,1.0,0.0009844233218317777
2016-07-26,2009.4,2027.34,2008.25,2027.34,338607160,1291738100791866,7402624,8294954,892330,3463599,2846272,-617327,4329252,3646017,-683235,1926021,1545160,-380861,905172,129777,-775395,258074,157695,-100379,4666671,5434254,767583,22951413,22054129,-897284,2912773,2502264,-410509,284386110,277167698,-7218412,27811079,36289565,8478486,545785,593504,47719,338607160,338607160,0,2000.3353228639287,1.0,0.007436303656924333
2016-07-27,2027.07,2030.69,2021.15,2025.05,411661058,1289921314039684,4927329,6532271,1604942,3678453,3042846,-635607,4873826,3020687,-1853139,2157920,2429071,271151,799686,201394,-598292,713001,174977,-538024,4051207,5717820,1666613,21201422,21119066,-82356,2190916,5923989,3733073,359294183,349514357,-9779826,28146468,34262096,6115628,828069,841550,13481,411661058,411661058,0,2002.686304598073,1.0,-0.0011301973619321265
2016-07-28,2029.07,2029.38,2014.36,2021.1,350881461,1287721676586123,5641657,5627829,-13828,2929715,2243478,-686237,4576399,3874488,-701911,1466987,2390937,923950,617547,150962,-466585,389748,125001,-264747,3337616,4841835,1504219,18959669,19254530,294861,1914875,1624388,-290487,300630843,292814865,-7815978,28977240,36716609,7739369,398834,471069,72235,350881461,350881461,0,2004.4379059364069,1.0,-0.001952473959113777
2016-07-29,2023.24,2028.99,2016.19,2016.19,366385252,1283158113811986,7950062,5144784,-2805278,8006337,6880730,-1125607,5167293,3725506,-1441787,1962975,2430721,467746,680794,120091,-560703,93040,139990,46950,4390586,7367464,2976878,28251087,25809286,-2441801,2511106,2155880,-355226,296127617,301375898,5248281,38813984,36303866,-2510118,681458,740322,58864,366385252,366385252,0,2005.5558229672197,1.0,-0.002432325852596721
2016-08-01,2024.71,2031.58,2024.57,2029.61,369588196,1291814814294956,5889536,5191144,-698392,3327194,4449074,1121880,5217880,4203859,-1014021,26075243,2830459,-23244784,583089,263557,-319532,170426,95415,-75011,5426476,6137021,710545,46689844,23170529,-23519315,3588509,25306890,21718381,290403673,288597147,-1806526,28209978,31809728,3599750,696192,703902,7710,369588196,369588196,0,2007.8439746805757,1.0,0.006634064570034323
2016-08-02,2023.55,2026.1,2017.59,2019.03,409940345,1284954078694719,5902268,4149454,-1752814,3464040,3915851,451811,4801038,4535357,-265681,1909194,1951979,42785,1489233,324886,-1164347,140480,110749,-29731,4965023,5098562,133539,22671276,20086838,-2584438,3778659,1475165,-2303494,353752669,358333066,4580397,28668135,29183672,515537,1069606,861604,-208002,409940345,409940345,0,2008.9080444662684,1.0,-0.005226458308705065
2016-08-03,2008.68,2008.68,1993.0,1994.79,485853020,1269643958453579,8519059,10290400,1771341,4039633,3139288,-900345,5648880,4740682,-908198,2576473,2502575,-73898,1273333,309892,-963441,1147166,110483,-1036683,5314720,5040667,-274053,28519264,26133987,-2385277,3445261,1991900,-1453361,408637899,422678794,14040895,44252212,34157238,-10094974,998384,891101,-107283,485853020,485853020,0,2007.5650665880103,1.0,-0.012078416417942354
2016-08-04,2006.08,2006.48,1994.73,2000.03,326514048,1273523592214019,6167385,4877924,-1289461,2629107,3571420,942313,4691812,3906799,-785013,1800092,1760778,-39314,890628,170104,-720524,159506,127699,-31807,4620628,5328307,707679,20959158,19743031,-1216127,2123285,1477863,-645422,275110502,279125591,4015089,27970134,25763611,-2206523,350969,403952,52983,326514048,326514048,0,2006.848293966768,1.0,0.002623398804069472
2016-08-05,2006.23,2018.16,2004.37,2017.94,289293255,1285888530139679,5367427,4691453,-675974,4109545,4208984,99439,4334853,5576593,1241740,1835215,1953759,118544,800674,264970,-535704,73522,60209,-13313,3770805,5652641,1881836,20292041,22408609,2116568,2054359,1640855,-413504,241746992,236649645,-5097347,24587901,28029113,3441212,611962,565033,-46929,289293255,289293255,0,2007.9033916377211,1.0,0.008915008633628914
2016-08-08,2025.55,2031.14,2018.81,2031.12,270484643,1293946097728349,5029112,6262094,1232982,3371491,3192420,-179071,4363407,4824498,461091,2054799,2272321,217522,682505,163981,-518524,49064,118225,69161,4665750,6064167,1398417,20216128,22897706,2681578,2290653,1423969,-866684,222069027,217451426,-4617601,25439887,28285130,2845243,468948,426412,-42536,270484643,270484643,0,2010.1118696966491,1.0,0.006510175966747867
2016-08-09,2033.52,2046.03,2032.18,2043.78,436716865,1301778453666222,5858986,7068731,1209745,3413847,2719616,-694231,4742579,4430985,-311594,2334185,1444637,-889548,444219,133391,-310828,474180,157322,-316858,3878685,4515440,636755,21146681,20470122,-676559,1771923,1623619,-148304,388086079,381374102,-6711977,24607480,32234985,7627505,1104702,1014037,-90665,436716865,436716865,0,2013.3145479647155,1.0,0.006213669406951876
2016-08-10,2043.03,2049.36,2039.86,2044.64,331091949,1302129885276921,6732483,8838703,2106220,2156034,2210329,54295,6163779,3920002,-2243777,2986481,2012256,-974225,1228162,154483,-1073679,328154,514630,186476,5627309,4355649,-1271660,25222402,22006052,-3216350,3444628,1882025,-1562603,275023813,276809260,1785447,27040409,29908667,2868258,360697,485945,125248,331091949,331091949,0,2016.2943791453254,1.0,0.00042070042348104123
2016-08-11,2042.64,2048.8,2035.25,2048.8,346081981,1304638116644244,7617900,9202332,1584432,2218074,1288485,-929589,5286777,3229598,-2057179,2330734,1814166,-516568,323330,233310,-90020,222672,113264,-109408,5576834,5225113,-351721,23576321,21106268,-2470053,1792431,1323982,-468449,293920057,297867321,3947264,26218677,25230431,-988246,574495,553979,-20516,346081981,346081981,0,2019.386473792794,1.0,0.0020325210249224307
2016-08-12,2053.82,2060.84,2046.15,2050.47,376489324,1305975256940125,5918633,8719468,2800835,2457712,2523584,65872,5513321,4695163,-818158,2425035,1961053,-463982,547818,238609,-309209,136876,139101,2225,6064910,6628624,563714,23064305,24905602,1841297,2509865,2034003,-475862,325873504,313588104,-12285400,24446330,35267308,10820978,595320,694307,98987,376489324,376489324,0,2022.3432917978848,1.0,0.000814779261862416
2016-08-16,2056.0,2063.09,2047.73,2047.76,374872934,1304494575968067,4425876,6837115,2411239,1693880,1653297,-40583,5558539,2456972,-3101567,1628258,1350022,-278236,451477,135731,-315746,86081,88255,2174,3523197,3725119,201922,17367308,16246511,-1120797,1627855,1905134,277279,322429370,322975243,545873,32933973,33261606,327633,514428,484440,-29988,374872934,374872934,0,2024.761054182409,1.0,-0.0013225223547712302
2016-08-17,2045.37,2048.29,2032.53,2043.75,391714664,1301963104960498,4564415,6096121,1531706,2630781,1349205,-1281576,3988387,2688792,-1299595,2306352,1389376,-916976,445361,240302,-205059,130367,165507,35140,5399730,4145471,-1254259,19465393,16074774,-3390619,1921459,1604050,-317409,335494653,341471814,5977161,34236695,31935229,-2301466,596464,628797,32333,391714664,391714664,0,2026.5673761716475,1.0,-0.0019601571468432976
2016-08-18,2048.15,2056.09,2041.9,2055.47,353080513,1310197227124320,7719424,4007510,-3711914,2091170,1503957,-587213,5245463,2694332,-2551131,1108284,1654292,546008,465645,294079,-171566,311165,203897,-107268,6122673,4870656,-1252017,23063824,15228723,-7835101,2923368,2135300,-788068,296795227,303160336,6365109,29697209,32006598,2309389,600885,549556,-51329,353080513,353080513,0,2029.3167360081202,1.0,0.0057181765968077735
2016-08-19,2057.9,2059.3,2049.52,2056.24,392318827,1311350304855587,10119314,4827143,-5292171,2600371,2803173,202802,4910424,3460556,-1449868,1694398,2893064,1198666,572567,248577,-323990,294858,157601,-137257,5390586,6238828,848242,25582518,20628942,-4953576,4563815,2844688,-1719127,332253310,333300573,1047263,29282240,34623783,5341543,636944,920841,283897,392318827,392318827,0,2031.8778093945928,1.0,0.0003745400376006442
2016-08-22,2054.37,2054.71,2040.51,2042.16,343502610,1302637823032528,6620809,4357202,-2263607,2430890,2259584,-171306,4569943,3290934,-1279009,2158985,2061764,-97221,404258,312378,-91880,349993,152951,-197042,3799735,4150835,351100,20334613,16585648,-3748965,1889164,1656141,-233023,288707052,296029770,7322718,31691528,28611712,-3079816,880253,619339,-260914,343502610,343502610,0,2032.8559019736385,1.0,-0.006871001070560328
2016-08-23,2044.27,2051.43,2041.86,2049.93,360414309,1307730330947052,6070444,4179596,-1890848,2702260,1797236,-905024,4586409,3594536,-991873,1853685,1895645,41960,538716,201498,-337218,299121,96036,-203085,4859528,4481797,-377731,20910163,16246344,-4663819,4873591,1229089,-3644502,305184517,311533881,6349364,28701022,30686527,1985505,745016,718468,-26548,360414309,360414309,0,2034.480074216147,1.0,0.003797574998579251
2016-08-24,2050.82,2052.74,2039.53,2043.76,285183141,1303342576504596,5566382,3987142,-1579240,1953388,1620608,-332780,5090490,3231633,-1858857,1489212,1593311,104099,932557,306743,-625814,67568,83956,16388,4561835,4752635,190800,19661432,15576028,-4085404,3846750,1401519,-2445231,233996525,240557026,6560501,26931652,27127021,195369,746782,521547,-225235,285183141,285183141,0,2035.3628264322465,1.0,-0.0030143976080368702
2016-08-25,2041.58,2046.0,2035.01,2042.92,277432061,1302439448382656,3466202,7664868,4198666,2158143,1526557,-631586,6306587,2342005,-3964582,1309814,2034994,725180,828846,158108,-670738,225498,162302,-63196,3588656,5610797,2022141,17883746,19499631,1615885,1512424,1514088,1664,229128828,230167007,1038179,28377375,25743112,-2634263,529688,508223,-21465,277432061,277432061,0,2036.0817019782116,1.0,-0.00041109164986234806
2016-08-26,2036.74,2039.91,2027.68,2037.5,288184504,1298673905235490,4305933,6530949,2225016,2306246,1762421,-543825,4577413,2348757,-2228656,1951279,2255919,304640,871909,469277,-402632,896514,178097,-718417,3137117,4635201,1498084,18046411,18180621,134210,3213012,16841313,13628301,226005545,228533287,2527742,25918508,24226411,-1692097,15001028,402872,-14598156,288184504,288184504,0,2036.216617466868,1.0,-0.0026565908350737856
2016-08-29,2028.64,2034.63,2024.93,2032.35,316969469,1295847422741292,5873108,7935787,2062679,4199502,1942900,-2256602,5366686,4545884,-820802,3630026,1713112,-1916914,489727,396986,-92741,356504,86933,-269571,5485815,3950615,-1535200,25401368,20572217,-4829151,2606785,2394496,-212289,260390169,263639631,3249462,28052879,29945989,1893110,518268,417136,-101132,316969469,316969469,0,2035.8488057820346,1.0,-0.002530807154467991
2016-08-30,2038.6,2049.99,2036.76,2039.74,378563676,1300619796979674,5236112,7098136,1862024,2799685,1899701,-899984,4950594,3862517,-1088077,2756108,1816531,-939577,987739,417124,-570615,438758,192473,-246285,4480589,4286089,-194500,21649585,19572571,-2077014,2545599,1899252,-646347,330074541,323007980,-7066561,23676122,33500470,9824348,617829,583403,-34426,378563676,378563676,0,2036.2189553283984,1.0,0.0036295897747538495
2016-08-31,2038.58,2041.17,2027.24,2034.65,400952866,1296942351420588,6774059,6175302,-598757,2437499,2150344,-287155,7332403,4741992,-2590411,2425080,1438572,-986508,1195661,486499,-709162,595664,91827,-503837,4964609,4890161,-74448,25724975,19974697,-5750278,3870975,1783371,-2087604,330830895,338612827,7781932,39743920,40028174,284254,782101,553797,-228304,400952866,400952866,0,2036.069708575206,1.0,-0.0024985348226040523
2016-09-01,2022.96,2032.72,2016.47,2032.72,300506201,1294938067501490,7834340,6775428,-1058912,1358372,2160677,802305,4443767,3600945,-842822,1626052,2147058,521006,1444374,256273,-1188101,229120,441072,211952,4105891,4519655,413764,21041916,19901108,-1140808,1560279,1561658,1379,248313618,245391423,-2922195,29191785,33320201,4128416,398603,331811,-66792,300506201,300506201,0,2035.751067808359,1.0,-0.0009490162659662532
2016-09-02,2033.92,2039.18,2030.17,2038.31,342631217,1298805435403183,7470605,3922540,-3548065,1940416,2361252,420836,4251401,3200191,-1051210,1240792,1870805,630013,1882212,398958,-1483254,129330,314741,185411,3823475,4545022,721547,20738231,16613509,-4124722,2660863,2254506,-406357,292727580,294144829,1417249,25628534,28851522,3222988,876009,766851,-109158,342631217,342631217,0,2035.9944860334217,1.0,0.0027462354800754083
2016-09-05,2049.19,2061.0,2047.49,2060.08,572966888,1312321591477520,3950264,7739515,3789251,1916428,1577727,-338701,4058218,3151149,-907069,1748297,1448443,-299854,1279921,398861,-881060,348888,138441,-210447,3240139,4023942,783803,16542155,18478078,1935923,3380310,3148017,-232293,531106646,523632727,-7473919,20551920,26796672,6244752,1385857,911394,-474463,572966888,572966888,0,2038.2856186701601,1.0,0.010623783854217222
2016-09-06,2058.21,2067.77,2057.26,2066.53,462549650,1317208171653176,6104606,3630942,-2473664,2792053,2469636,-322417,5041767,3388477,-1653290,2063141,1624251,-438890,1402792,459718,-943074,1036161,136709,-899452,3390451,3264990,-125461,21830971,14974723,-6856248,2776998,2152784,-624214,416574081,416756964,182883,20623521,27885596,7262075,744079,779583,35504,462549650,462549650,0,2040.972363240323,-1.0,0.0031260551651684683
2016-09-07,2068.81,2073.89,2061.88,2061.88,687157464,1313591171073267,5107115,6598478,1491363,3027138,3440603,413465,5786522,4203305,-1583217,2812760,2820933,8173,1257871,995621,-262250,1023091,139163,-883928,5415406,5796811,381405,24429903,23994914,-434989,2919184,2849835,-69349,630315270,623162522,-7152748,28234990,36233797,7998807,1258117,916396,-341721,687157464,687157464,0,2042.9612005557167,-1.0,-0.0022526841890228777
2016-09-08,2064.96,2070.66,2053.2,2063.73,656653295,1315372675780331,9884358,7662873,-2221485,2587524,2426660,-160864,6981707,9477988,2496281,2831654,2550770,-280884,1157283,600115,-557168,286080,178248,-107832,3526424,4669810,1143386,27255030,27566464,311434,2383277,2643236,259959,583114447,584641875,1527428,42704530,40947912,-1756618,1196011,853808,-342203,656653295,656653295,0,2044.9368309823167,-1.0,0.0008968371339019333
2016-09-09,2048.94,2049.3,2029.46,2037.87,392682811,1298073356671366,7276435,4430744,-2845691,2242659,2239660,-2999,4596133,4409654,-186479,2040499,1421423,-619076,1056156,572017,-484139,142759,107563,-35196,4705241,5399388,694147,22059882,18580449,-3479433,1945592,2234327,288735,336773152,339501446,2728294,31001695,31722637,720942,902490,643952,-258538,392682811,392682811,0,2044.264599236531,-1.0,-0.012609880370424122
2016-09-12,2003.67,2011.04,1991.47,1991.48,422882284,1267336204181235,5642628,7779593,2136965,2207544,2308642,101098,4803270,5396223,592953,2732019,1678664,-1053355,527181,479586,-47595,280071,127220,-152851,4131563,5584598,1453035,20324276,23354526,3030250,2121273,1888973,-232300,364811248,363425829,-1385419,34814298,33371330,-1442968,811189,841626,30437,422882284,422882284,0,2039.243468352806,1.0,-0.02302706383077445
2016-09-13,2011.93,2013.03,1997.58,1999.36,437424783,1273899302334215,13806505,3998361,-9808144,1847695,1961376,113681,4116220,3322409,-793811,1358017,1016672,-341345,478361,423096,-55265,288032,100242,-187790,3022707,3837145,814438,24917537,14659301,-10258236,1553900,1789331,235431,363702928,371383285,7680357,46544625,48999971,2455346,705793,592895,-112898,437424783,437424783,0,2035.4495565377526,1.0,0.003949048441282123
2016-09-19,1997.43,2019.45,1997.1,2015.78,434438089,1284707656655351,9274757,3950786,-5323971,1660276,1234819,-425457,3309946,3792933,482987,1487800,1600371,112571,562574,321327,-241247,152715,72670,-80045,3049825,4055179,1005354,19497893,15028085,-4469808,1698224,1893797,195573,375802998,376466813,663815,36575175,40353106,3777931,863799,696288,-167511,434438089,434438089,0,2033.5784915068652,1.0,0.008179087921192625
2016-09-20,2014.5,2026.56,2010.25,2025.71,362345199,1291619684661584,9137943,3796594,-5341349,1683468,1990071,306603,3645260,3265506,-379754,1581033,2105120,524087,645493,249855,-395638,370354,322024,-48330,2977387,4967822,1990435,20040938,16696992,-3343946,2160690,1964143,-196547,302873146,311570538,8697392,36748603,31537743,-5210860,521822,575783,53961,362345199,362345199,0,2032.8300018662335,1.0,0.004914039120364146
2016-09-21,2022.81,2035.99,2021.78,2035.99,525096670,1298121408632373,6379753,4373958,-2005795,1716065,1963389,247324,3342933,2044595,-1298338,1400141,1820804,420663,767182,188047,-579135,514539,88655,-425884,3095959,3798479,702520,17216572,14277927,-2938645,2334931,2179523,-155408,467967396,475310903,7343507,36665319,32386801,-4278518,912452,941516,29064,525096670,525096670,0,2033.1305964421413,1.0,0.005061930694282012
2016-09-22,2050.31,2060.26,2048.8,2049.7,447589318,1307437444492960,5249124,5640059,390935,1949815,1971269,21454,6601855,4008541,-2593314,2493804,2787869,294065,1544171,231707,-1312464,312390,76798,-235592,2887440,3799746,912306,21038599,18515989,-2522610,3189910,2335015,-854895,391271307,392975471,1704164,31292656,33073465,1780809,796846,689378,-107468,447589318,447589318,0,2034.7067596627135,1.0,0.0067112538930866345
2016-09-23,2053.22,2057.35,2048.96,2054.07,494112627,1308797963159832,3161323,7090861,3929538,1666032,3065577,1399545,4302971,4171054,-131917,1945335,2634001,688666,1441814,133691,-1308123,197102,94015,-103087,5103229,6009130,905901,17817806,23198329,5380523,2480644,2248510,-232134,445845443,435170195,-10675248,27170176,32707221,5537045,798558,788372,-10186,494112627,494112627,0,2036.5486863889328,1.0,0.0021297497919229046
2016-09-26,2052.76,2060.71,2042.7,2047.11,359615723,1304055998374814,2954781,4249350,1294569,2054332,1322935,-731397,3945901,2477116,-1468785,1317561,1243766,-73795,325730,248337,-77393,108892,107765,-1127,3018934,3317438,298504,13726131,12966707,-759424,2220056,1852287,-367769,318880210,321377363,2497153,23980034,22549732,-1430302,809292,869634,60342,359615723,359615723,0,2037.5533305221127,1.0,-0.0033941483581505392
2016-09-27,2037.32,2064.89,2031.13,2062.82,664040876,1313691310546471,3617589,6105719,2488130,1670436,1521167,-149269,3334480,3139516,-194964,1292058,1854588,562530,670599,180371,-490228,107493,268527,161034,4341289,5505181,1163892,15033944,18575069,3541125,2558287,1486986,-1071301,614073027,610939917,-3133110,31051560,31707289,655729,1324058,1331615,7557,664040876,664040876,0,2039.9568204847017,1.0,0.007644936295381398
2016-09-28,2062.57,2062.98,2051.68,2053.06,546450267,1307468512836509,3249837,5266593,2016756,3118017,1762639,-1355378,3897679,3108331,-789348,1632146,1882588,250442,945049,151471,-793578,414446,251385,-163061,3603298,4673574,1070276,16860472,17096581,236109,2883012,2409853,-473159,495015555,497953346,2937791,30836609,28124088,-2712521,854619,866399,11780,546450267,546450267,0,2041.203259413686,1.0,-0.00474261557373584
2016-09-29,2063.74,2072.09,2063.74,2068.72,416168745,1318000053239014,4155623,7268629,3113006,3267076,1684636,-1582440,4898504,3745220,-1153284,1588024,2511537,923513,1002204,708789,-293415,434406,103203,-331203,3797778,4493095,695317,19143615,20515109,1371494,2912263,2400092,-512171,367214859,360581948,-6632911,26043086,32001264,5958178,854922,670332,-184590,416168745,416168745,0,2043.8207872148969,1.0,0.0075986953941508525
2016-09-30,2054.25,2056.33,2042.77,2043.63,326386670,1301803836991218,5126256,6178557,1052301,1758233,1516373,-241860,5361005,2785339,-2575666,2543456,1616892,-926564,1146108,158690,-987418,88515,79301,-9214,4883890,4841825,-42065,20907463,17176977,-3730486,1836723,1864476,27753,260170074,270405472,10235398,43055023,36383707,-6671316,417387,556038,138651,326386670,326386670,0,2043.8026385959665,1.0,-0.012202420184245786
2016-10-04,2056.94,2059.25,2050.46,2054.86,318854293,1309647620162197,6393721,5785689,-608032,1107191,1511129,403938,3841246,2570301,-1270945,1475961,1807004,331043,761072,316243,-444829,137683,179876,42193,4131480,4312593,181113,17848354,16482835,-1365519,2260227,1490501,-769726,267062993,259513556,-7549437,31173642,40879321,9705679,509077,488080,-20997,318854293,318854293,0,2044.854469236747,1.0,0.005480080763531853
2016-10-05,2043.37,2056.01,2036.87,2053.0,292345153,1308641459480053,7064552,5305225,-1759327,1871160,1585711,-285449,3399300,2899712,-499588,1468917,1740583,271666,846484,539089,-307395,59129,77241,18112,3839354,3261392,-577962,18548896,15408953,-3139943,2015204,1919799,-95405,239483317,243793899,4310582,31750869,30624086,-1126783,546867,598416,51549,292345153,292345153,0,2045.6293122150262,-1.0,-0.000905581070003415
2016-10-06,2069.3,2070.43,2055.83,2065.3,337709490,1317306737695415,8221527,5800776,-2420751,2205957,3628928,1422971,4276835,2923771,-1353064,2024912,2007544,-17368,567430,227599,-339831,167059,141590,-25469,6216174,4419467,-1796707,23679894,19149675,-4530219,2432827,2194177,-238650,283807461,287340879,3533418,27151754,28405030,1253276,637554,619729,-17825,337709490,337709490,0,2047.5004848557173,-1.0,0.005973356274670825
