Date,Open,High,Low,Close,Volume,MarCap,매도_금융투자,매수_금융투자,순매수_금융투자,매도_보험,매수_보험,순매수_보험,매도_투신,매수_투신,순매수_투신,매도_사모,매수_사모,순매수_사모,매도_은행,매수_은행,순매수_은행,매도_기타금융,매수_기타금융,순매수_기타금융,매도_연기금 등,매수_연기금 등,순매수_연기금 등,매도_기관합계,매수_기관합계,순매수_기관합계,매도_기타법인,매수_기타법인,순매수_기타법인,매도_개인,매수_개인,순매수_개인,매도_외국인,매수_외국인,순매수_외국인,매도_기타외국인,매수_기타외국인,순매수_기타외국인,매도_전체,매수_전체,순매수_전체,kalman_ma,target,r
2016-05-03,1988.34,1989.41,1979.66,1986.41,310492461,1253911676338246,7771428,2811425,-4960003,2312244,2133257,-178987,3106753,3217229,110476,1587038,1789406,202368,877660,166350,-711310,612973,134418,-478555,4147923,5439199,1291276,20416019,15691284,-4724735,1542351,1656273,113922,258690400,264688478,5998078,29288813,28074244,-1214569,554878,382182,-172696,310492461,310492461,0,1996.474913314613,-1.0,0.004166924930741087
2016-05-04,1978.24,1982.38,1969.22,1976.71,352695753,1248353738248806,12092695,4029278,-8063417,3282037,2378975,-903062,5568444,4652694,-915750,3219044,2122207,-1096837,604314,277278,-327036,598812,214960,-383852,6937947,5515573,-1422374,32303293,19190965,-13112328,2164778,1574678,-590100,274871723,298769369,23897646,42787231,32485736,-10301495,568728,675005,106277,352695753,352695753,0,1994.5947774777671,-1.0,-0.004895142902369038
2016-05-09,1974.52,1976.14,1962.92,1967.81,342189305,1243495066506640,5560997,5091584,-469413,3726682,1989231,-1737451,6770063,3923015,-2847048,2947822,1423436,-1524386,629806,294993,-334813,451097,154676,-296421,6246374,5638961,-607413,26332841,18515896,-7816945,2136334,1846231,-290103,265358157,282889239,17531082,47818016,38413921,-9404095,543957,524018,-19939,342189305,342189305,0,1992.0468776101436,-1.0,-0.004512597275688569
2016-05-10,1965.86,1982.5,1964.9,1982.5,369085333,1252479086613549,4764279,3501623,-1262656,2584740,1638074,-946666,4156159,3547280,-608879,1296652,1602361,305709,1108335,146671,-961664,306777,91945,-214832,4792919,5823857,1030938,19009861,16351811,-2658050,2700998,2587383,-113615,315131846,314885153,-246693,31584687,34727866,3143179,657941,533120,-124821,369085333,369085333,0,1991.1387316223977,-1.0,0.0074374252729926095
2016-05-11,1989.17,1989.17,1970.48,1980.1,398532080,1251635368795648,8046094,5530598,-2515496,2459120,2388574,-70546,4475786,3542572,-933214,1712183,1054095,-658088,478086,232882,-245204,384011,236616,-147395,4495734,5402455,906721,22051014,18387792,-3663222,2570666,1662365,-908301,339594825,348540609,8945784,33774329,29239099,-4535230,541246,702215,160969,398532080,398532080,0,1990.0886731381418,-1.0,-0.0012113260452542229
2016-05-12,1973.28,1981.49,1970.54,1977.49,462882302,1249546728588837,9369177,8897890,-471287,2914721,1585627,-1329094,3697923,4861607,1163684,1197919,1224837,26918,994339,778648,-215691,677249,2787753,2110504,3803109,4297401,494292,22654437,24433763,1779326,15566964,3330031,-12236933,393242233,405820286,12578053,30610461,28485494,-2124967,808207,812728,4521,462882302,462882302,0,1988.890225338919,-1.0,-0.0013189847247386162
2016-05-13,1979.97,1980.45,1962.77,1966.99,509123382,1242517729680468,6332407,6615710,283303,2733435,1329492,-1403943,3756356,3032760,-723596,1576175,1068705,-507470,890035,263184,-626851,207786,278103,70317,4743883,3572994,-1170889,20240077,16160948,-4079129,2261901,1875111,-386790,451290356,461411078,10120722,34276711,28593260,-5683451,1054337,1082985,28648,509123382,509123382,0,1986.806968112374,-1.0,-0.005323908246961501
2016-05-16,1961.91,1970.53,1961.32,1967.91,526717562,1242835129201749,6483720,6910466,426746,2781143,1370128,-1411015,3503550,2627085,-876465,1894740,1278654,-616086,2231553,148285,-2083268,393897,145624,-248273,5548579,4843260,-705319,22837182,17323502,-5513680,2411441,2187717,-223724,469257474,465859999,-3397475,31359017,40145487,8786470,852448,1200857,348409,526717562,526717562,0,1985.0093954951676,-1.0,0.00046761036710665804
2016-05-17,1973.86,1975.1,1962.57,1968.06,597582740,1243839735742740,4991394,4784585,-206809,2069528,1670529,-398999,4081059,3143730,-937329,1487376,1899878,412502,1079775,170880,-908895,301701,337373,35672,4510277,6598392,2088115,18521110,18605367,84257,3063159,2505106,-558053,538404289,546102376,7698087,36530259,29406556,-7123703,1063923,963335,-100588,597582740,597582740,0,1983.3970855712087,-1.0,7.622009317781365e-05
2016-05-18,1962.78,1964.34,1945.56,1956.73,696273023,1236578880078571,7189004,4279695,-2909309,2121988,1350325,-771663,3343210,3126110,-217100,1298971,1073005,-225966,597689,804276,206587,867852,269827,-598025,4953493,5573402,619909,20372207,16476640,-3895567,2426241,2335810,-90431,633919853,639032454,5112601,38534549,37374314,-1160235,1020173,1053805,33632,696273023,696273023,0,1980.8603811370133,-1.0,-0.005773573349389403
2016-05-19,1953.91,1954.29,1942.48,1946.78,505920463,1230162313882655,5803242,4993767,-809475,2234423,1827768,-406655,4047310,4127988,80678,1578200,916639,-661561,594412,227809,-366603,309313,219585,-89728,5852566,6034734,182168,20419466,18348290,-2071176,1981868,2378716,396848,443574186,449506552,5932366,39343379,34970330,-4373049,601564,716575,115011,505920463,505920463,0,1977.6184875405618,-1.0,-0.005097986965368979
2016-05-20,1943.84,1951.5,1940.36,1947.67,388051509,1230691699936373,2830169,5605622,2775453,1617708,1079172,-538536,2704753,3091054,386301,970911,1538878,567967,621277,134522,-486755,484619,181145,-303474,3652465,3492463,-160002,12881902,15122856,2240954,2321249,1763463,-557786,338462483,337179422,-1283061,33825629,33319178,-506451,560246,666590,106344,388051509,388051509,0,1974.7696400000714,-1.0,0.00045706069688598644
2016-05-23,1954.26,1956.77,1940.44,1955.25,399513569,1235645260397495,4622055,3758378,-863677,1753097,1208486,-544611,2972664,3422078,449414,1222446,1579550,357104,614956,144203,-470753,805530,197947,-607583,3742795,4050306,307511,15733543,14360948,-1372595,3081556,2260397,-821159,350438601,357179512,6740911,29355440,25001113,-4354327,904429,711599,-192830,399513569,399513569,0,1972.9128357681332,1.0,0.003884276147260036
2016-05-24,1951.18,1951.39,1937.67,1937.68,517076048,1224978780143328,4343281,3866761,-476520,1566810,1155627,-411183,2946546,2616125,-330421,1684209,1219079,-465130,641091,163238,-477853,487725,219396,-268329,4196089,3658851,-537238,15865751,12899077,-2966674,2536141,2410601,-125540,460828158,471110663,10282505,36769718,29472728,-7296990,1076280,1182979,106699,517076048,517076048,0,1969.5613150148195,1.0,-0.00902668134364968
2016-05-25,1953.63,1964.91,1951.17,1960.51,656874388,1240305865251554,6126897,6952706,825809,1802284,1517079,-285205,3617885,4667655,1049770,1065597,2611785,1546188,564095,253575,-310520,602322,190949,-411373,4674347,5080647,406300,18453427,21274396,2820969,2519268,2296667,-222601,599902325,594067172,-5835153,34913098,38214754,3301656,1086270,1021399,-64871,656874388,656874388,0,1968.7003093802862,1.0,0.011713262320913673
2016-05-26,1965.81,1967.45,1955.97,1957.06,558263788,1238082335533148,4613368,5197805,584437,2230277,1559620,-670657,3431558,2796020,-635538,1268887,2489961,1221074,457052,180973,-276079,195669,124289,-71380,5155921,4673724,-482197,17352732,17022392,-330340,2141975,2373943,231968,499223009,501800677,2577668,38657447,36157795,-2499652,888625,908981,20356,558263788,558263788,0,1967.5930258587507,1.0,-0.001761296360689147
2016-05-27,1962.33,1971.27,1959.75,1969.17,523531306,1246219400437271,7155431,4073961,-3081470,1846128,1790206,-55922,6805068,3574357,-3230711,1634441,1543419,-91022,504951,170874,-334077,722760,208944,-513816,4565199,4719740,154541,23233978,16081501,-7152477,2982430,2717965,-264465,461320313,463031025,1710712,34949107,40617310,5668203,1045478,1083505,38027,523531306,523531306,0,1967.7430354008898,1.0,0.006168787056661134
2016-05-30,1969.72,1970.54,1955.49,1967.13,550502964,1244653363307536,5039248,4776103,-263145,2093440,1647587,-445853,3974031,2802401,-1171630,3830376,3882240,51864,566027,153702,-412325,367330,226884,-140446,6544983,6305896,-239087,22415435,19794813,-2620622,2092790,2074916,-17874,492003015,496764457,4761442,32968150,30978057,-1990093,1023574,890721,-132853,550502964,550502964,0,1967.6847204562137,1.0,-0.0010365064566413935
